modelo,categoria,nombre,image_url,product_page_url,source_url,description,key_facts,catalogo,estudio_de_caso,manual_de_instrucciones,modelo_especifico,numero_de_articulo,Rango de temperatura,Desviación de temperatura a 37 °C,Fluctuación de la temperatura a 37 °C,Tiempo de calentamiento a 37 °C,Tensión nominal,Frecuencia de red,Potencia nominal,Fusible del equipo,Fase (tensión nominal),Puertas exteriores,Cantidad de bandejas (est./máx.),Desviación de temperatura a 100 °C,Fluctuación de la temperatura a 100 °C,Tiempo de calentamiento a 100 °C,Tiempo de recuperación tras 30 s con la puerta abierta a 37 °C,Puertas interiores,Nivel de presión acústica,Consumo energético a 100 °C,Consumo energético a 37 °C,Compensación de calor máxima a 37 °C,Compensación de calor máxima a 40 °C,Rango de humedad,Rango de CO₂,Tecnología de medición de CO₂,Tiempo de recuperación de CO₂ tras 30 s con la puerta abierta y un 5 % de vol. de CO₂,Rango de regulación de O₂ estándar,Rango de regulación de O₂ por opción: rango de O₂,Tiempo de recuperación de O₂ tras 30 s con la puerta abierta y un 5 % de vol. de O₂,Desviación de temperatura a -80 °C,Fluctuación de la temperatura a -80 °C,Tiempo de refrigeración de 22 °C a -80 °C,Energieverbrauch bei Sollwert -80 °C und Tᵤ = 20 °C,Bastidores por nivel,Tiempo de calentamiento a 150 °C,Tiempo de recuperación tras 30 s con la puerta abierta a 150 °C,Desviación de temperatura a 150 °C,Fluctuación de la temperatura a 150 °C,Tasa de intercambio de aire a 100 °C,Consumo energético a 150 °C,Tasa de intercambio de aire a 150 °C,Rango de temperatura con humedad,Desviación de temperatura a 25 °C y 60 % h.r.,Desviación de temperatura a 40 °C y 75 % h.r.,Fluctuación de la temperatura a 25 °C y 60 % h.r.,Fluctuación de la temperatura a 40 °C y 75 % h.r.,Tiempo de recuperación tras 30 s con la puerta abierta a 25 °C y 60 % de h.r.,Tiempo de recuperación tras 30 s con la puerta abierta a 40 °C y 75 % de h.r.,Consumo energético a 25 °C y 60 % h.r.,Consumo energético a 40 °C y 75 % h.r.,Consumo energético a 85 °C y 85 % h.r.,Desviación de temperatura en el espacio en función del valor de consigna,Fluctuación de la temperatura en función del valor de consigna,Velocidad media de calentamiento según IEC 60068-3-5,Tiempo de refrigeración de 180 °C a -40 °C,Velocidad media de refrigeración según IEC 60068-3-5,Consumo energético a 20 °C,Fluctuación de la temperatura con humedad en función del valor de consigna,Desviación momentánea de la humedad con humedad en función del valor de consigna,Compensación de calor máxima a 25 °C y 90 % h.r.,Tiempo de refrigeración de 180 °C a -70 °C
BF 720,incubadoras-estandar,Modelo BF 720 | Estándar-Incubadoras con convección forzada,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FD_FED_720_GF_AL_Web_670x515.jpg?v=20241220023018,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bf-720,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La incubadora BINDER de la serie BF Avantgarde.Line con convección forzada resulta idónea para todas las aplicaciones de incubación delicadas, especialmente a plena carga y con altos índices de carga. Esta incubadora destaca por su extraordinaria homogeneidad y por la rapidez de sus tiempos de recuperación.","Rango de temperatura (modelo 56 | 260):
desde 7 °C por encima de la temperatura ambiente hasta 100 °C|Rango de temperatura (modelo 115):
desde 8 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección forzada|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|4 ruedas estables, dos con freno de estacionamiento, a partir de 720 L|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16894,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16901,,BF720UL-240V,9010-0322,+10 °C por encima de la temperatura ambiente hasta 100 °C,"0,3 ± K","0,1 ± K",15 min,240 V,60 Hz,"1,85 kW",,1~,2,2/16,"1,6 ± K","0,2 ± K",45 min,4 min,2,43 dB(A),580 Wh/h,130 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 56,incubadoras-estandar,Modelo BD 56 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_056_GF_37Grad_Web_670x515.jpg?v=20241220023016,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-56,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La serie BD Avantgarde.Line es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor. El nuevo diseño de los equipos y la distribución homogénea de la temperatura aportan los mejores resultados.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección natural|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilamiento|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16572,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16579,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16592,BD056-230V,9010-0323,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,3 ± K","0,1 ± K",52 min,230 V,50/60 Hz,"0,3 kW","6,3 A",1~,1,2/4,"1,1 ± K","0,3 ± K",75 min,15 min,1,,110 Wh/h,25 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 56,incubadoras-estandar,Modelo BD 56 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_056_GF_37Grad_Web_670x515.jpg?v=20241220023016,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-56,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La serie BD Avantgarde.Line es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor. El nuevo diseño de los equipos y la distribución homogénea de la temperatura aportan los mejores resultados.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección natural|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilamiento|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16572,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16579,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16592,BD056UL-120V,9010-0324,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,3 ± K","0,1 ± K",52 min,120 V,60 Hz,"0,3 kW","12,5 A",1~,1,2/4,"1,1 ± K","0,3 ± K",75 min,15 min,1,,110 Wh/h,25 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 115,incubadoras-estandar,Modelo BD 115 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_115_GF_37Grad_Web_670x515.jpg?v=20241220023016,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-115,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La serie BD Avantgarde.Line es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor. El nuevo diseño de los equipos y la distribución homogénea de la temperatura aportan los mejores resultados.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección natural|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilamiento|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16629,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16636,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16649,BD115-230V,9010-0325,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,3 ± K","0,1 ± K",55 min,230 V,50/60 Hz,"0,35 kW","6,3 A",1~,1,2/5,"1,0 ± K","0,3 ± K",90 min,15 min,1,,150 Wh/h,25 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 115,incubadoras-estandar,Modelo BD 115 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_115_GF_37Grad_Web_670x515.jpg?v=20241220023016,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-115,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La serie BD Avantgarde.Line es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor. El nuevo diseño de los equipos y la distribución homogénea de la temperatura aportan los mejores resultados.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección natural|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilamiento|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16629,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16636,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16649,BD115UL-120V,9010-0326,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,3 ± K","0,1 ± K",55 min,120 V,60 Hz,"0,35 kW","12,5 A",1~,1,2/5,"1,0 ± K","0,3 ± K",90 min,15 min,1,,150 Wh/h,25 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 260,incubadoras-estandar,Modelo BD 260 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_260_GF_37Grad_Web_670x515.jpg?v=20241220023017,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-260,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La serie BD Avantgarde.Line es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor. El nuevo diseño de los equipos y la distribución homogénea de la temperatura aportan los mejores resultados.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección natural|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16679,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16686,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16699,BD260-230V,9010-0329,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,3 ± K","0,2 ± K",60 min,230 V,50/60 Hz,"0,85 kW","8,0 A",1~,1,2/8,"1,0 ± K","0,5 ± K",75 min,16 min,1,,225 Wh/h,40 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 260,incubadoras-estandar,Modelo BD 260 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_260_GF_37Grad_Web_670x515.jpg?v=20241220023017,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-260,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La serie BD Avantgarde.Line es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor. El nuevo diseño de los equipos y la distribución homogénea de la temperatura aportan los mejores resultados.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección natural|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16679,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16686,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16699,BD260UL-120V,9010-0330,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,3 ± K","0,2 ± K",60 min,120 V,60 Hz,"0,95 kW","12,5 A",1~,1,2/8,"1,0 ± K","0,5 ± K",75 min,16 min,1,,225 Wh/h,40 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 720,incubadoras-estandar,Modelo BD 720 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FD_FED_720_GF_AL_Web_670x515.jpg?v=20241220023017,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-720,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La serie BD Avantgarde.Line es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor. El nuevo diseño de los equipos y la distribución homogénea de la temperatura aportan los mejores resultados.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección natural|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16722,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16729,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16742,BD720-230V,9010-0331,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,7 ± K","0,1 ± K",70 min,230 V,50/60 Hz,"1,65 kW","16,0 A",1~,2,2/16,"3,0 ± K","0,3 ± K",90 min,23 min,2,,480 Wh/h,78 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 720,incubadoras-estandar,Modelo BD 720 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FD_FED_720_GF_AL_Web_670x515.jpg?v=20241220023017,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-720,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La serie BD Avantgarde.Line es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor. El nuevo diseño de los equipos y la distribución homogénea de la temperatura aportan los mejores resultados.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Gran precisión de temperatura gracias a la tecnología APT.line™|Convección natural|Controlador con pantalla LCD|Regulación de la rejilla de aire por control electromecánico|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|Controlador de selección de temperatura clase 3.1 (DIN 12880) integrado con alarma óptica|Diseño ergonómico de la manilla|Conexión USB para el registro de los datos",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16722,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16729,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16742,BD720UL-240V,9010-0332,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,7 ± K","0,1 ± K",70 min,240 V,50/60 Hz,"1,75 kW","16,0 A",1~,2,2/16,"3,0 ± K","0,3 ± K",90 min,23 min,2,,480 Wh/h,78 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 23,incubadoras-estandar,Modelo BD 23 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_ED_FD_023_GF_Web_670x515.jpg?v=20241220023018,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-23,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La incubadora BINDER de la serie BD con convección natural es una especialista en el uso continuo y estable a largo plazo. Es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor.","Rango de temperatura:
desde +5 °C por encima de la temperatura ambiente hasta +100 °C|Tecnología de cámara de precalentamiento APT.line™|Convección natural|Rejilla de aire regulable|Controlador con funciones de temporización|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|Controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma óptica de temperatura|Interfaz de ordenador:
RS 422",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16923,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16930,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16937,BD023-230V,9010-0187,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,5 ± K","0,2 ± K",59 min,230 V,50/60 Hz,"0,2 kW","12,5 A",1~,1,2/4,,,,20 min,,,,11 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 23,incubadoras-estandar,Modelo BD 23 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_ED_FD_023_GF_Web_670x515.jpg?v=20241220023018,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-23,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La incubadora BINDER de la serie BD con convección natural es una especialista en el uso continuo y estable a largo plazo. Es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor.","Rango de temperatura:
desde +5 °C por encima de la temperatura ambiente hasta +100 °C|Tecnología de cámara de precalentamiento APT.line™|Convección natural|Rejilla de aire regulable|Controlador con funciones de temporización|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|Controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma óptica de temperatura|Interfaz de ordenador:
RS 422",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16923,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16930,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16937,BD023UL-120V,9010-0189,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,5 ± K","0,2 ± K",59 min,120 V,60 Hz,"0,2 kW","12,5 A",1~,1,2/4,,,,20 min,,,,11 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 400,incubadoras-estandar,Modelo BD 400 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FED_400_GF_Web_670x515.jpg?v=20241220023018,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-400,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La incubadora BINDER de la serie BD con convección natural es una especialista en el uso continuo y estable a largo plazo. Es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor.","Rango de temperatura:
desde +5 °C por encima de la temperatura ambiente hasta +100 °C|Tecnología de cámara de precalentamiento APT.line™|Convección natural|Rejilla de aire regulable|Controlador con funciones de temporización|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|Controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma óptica de temperatura|Interfaz de ordenador:
RS 422",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16966,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16973,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16980,BD400-230V,9010-0073,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,5 ± K","0,1 ± K",120 min,230 V,50/60 Hz,"0,85 kW","12,5 A",1~,2,2/9,,,,10 min,,,,56 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD 400,incubadoras-estandar,Modelo BD 400 | Estándar-Incubadoras a convección natural,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FED_400_GF_Web_670x515.jpg?v=20241220023018,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bd-400,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"La incubadora BINDER de la serie BD con convección natural es una especialista en el uso continuo y estable a largo plazo. Es perfecta para la incubación delicada de organismos, así como para el acondicionamiento de medios sensibles al calor.","Rango de temperatura:
desde +5 °C por encima de la temperatura ambiente hasta +100 °C|Tecnología de cámara de precalentamiento APT.line™|Convección natural|Rejilla de aire regulable|Controlador con funciones de temporización|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Posibilidad de apilar equipos de hasta 115 L|Controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma óptica de temperatura|Interfaz de ordenador:
RS 422",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16966,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16973,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/16980,BD400UL-120V,9010-0176,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,5 ± K","0,1 ± K",120 min,120 V,60 Hz,"0,85 kW","12,5 A",1~,2,2/9,,,,10 min,,,,56 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF 400,incubadoras-estandar,Modelo BF 400 | Estándar-Incubadoras con convección forzada,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FED_400_GF_Web_670x515.jpg?v=20241220023018,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bf-400,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"Las incubadoras BINDER de la serie BF con convección forzada se adecuan a todas las aplicaciones de incubación delicadas, especialmente con plena carga y altos índices de carga. Esta incubadora destaca por su extraordinaria homogeneidad y por la rapidez de sus tiempos de recuperación.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Tecnología de cámara de precalentamiento APT.line™|Velocidad del ventilador ajustable|Rejilla de aire regulable|Controlador con funciones de temporización|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma óptica de temperatura|Interfaz de ordenador:
RS 422",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/17009,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/17016,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/17023,BF400-230V,9010-0241,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,4 ± K","0,1 ± K",12 min,230 V,50/60 Hz,"0,85 kW","12,5 A",1~,2,2/9,,,,5 min,,,,56 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF 400,incubadoras-estandar,Modelo BF 400 | Estándar-Incubadoras con convección forzada,https://www.binder-world.com/contentserv/assets/es/1_main_image_GF/BD_BF_ED_FED_400_GF_Web_670x515.jpg?v=20241220023018,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/bf-400,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/lista-productos-incubadoras-estandar,"Las incubadoras BINDER de la serie BF con convección forzada se adecuan a todas las aplicaciones de incubación delicadas, especialmente con plena carga y altos índices de carga. Esta incubadora destaca por su extraordinaria homogeneidad y por la rapidez de sus tiempos de recuperación.","Rango de temperatura:
desde 5 °C por encima de la temperatura ambiente hasta 100 °C|Tecnología de cámara de precalentamiento APT.line™|Velocidad del ventilador ajustable|Rejilla de aire regulable|Controlador con funciones de temporización|Puerta interior de vidrio de seguridad (ESG)|2 rejillas cromadas|Controlador de selección de temperatura clase 3.1 (DIN 12880) con alarma óptica de temperatura|Interfaz de ordenador:
RS 422",https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/17009,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/17016,https://www.binder-world.com/int-es/productos/incubadoras/incubadoras-estandar/producto/asset/17023,BF400UL-120V,9010-0242,+5 °C por encima de la temperatura ambiente hasta 100 °C,"0,4 ± K","0,1 ± K",12 min,120 V,60 Hz,"0,85 kW","12,5 A",1~,2,2/9,,,,5 min,,,,56 Wh/h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
